Score_1,Score_2,Score_3,Score_4,Score_5,Model
0.9811378388697977,0.9799900903304494,0.9599290911105366,0.9784859331101105,0.9384100959982742,tabnet
0.9751488381025543,0.9754248966467616,0.9744276854758441,0.9756885674719188,0.9741579448144625,svm
0.9939546024865975,0.9945413191811979,0.9932106959984829,0.9932414372446446,0.9929574812638874,xgboost
0.9289088947583795,0.9331831831831833,0.9411275066212638,0.9367992627860543,0.9365702078073412,mlp
0.9906144317361402,0.9907540735126942,0.9901867919524118,0.9892899340625834,0.9901794784964443,lightGBM
0.9916859648456778,0.9917111388668105,0.9909930366333636,0.9907354454992566,0.9916137038847731,rf
